id,age,gender,ideology,pid,degree,industry,worried,happening,need_policy,c_fedgov,c_corps,c_farmers,c_public,1_loop1,2_loop1,3_loop1,4_loop1,5_loop1,6_loop1,7_loop1,8_loop1,10_loop1,11_loop1,12_loop1,13_loop1,14_loop1,15_loop1,16_loop1,17_loop1,18_loop1,19_loop1,20_loop1,21_loop1,22_loop1,23_loop1,24_loop1,25_loop1,26_loop1,27_loop1,28_loop1,29_loop1,30_loop1,31_loop1,32_loop1,33_loop1,34_loop1,1_loop2,2_loop2,3_loop2,4_loop2,5_loop2,6_loop2,7_loop2,8_loop2,9_loop2,10_loop2,11_loop2,12_loop2,13_loop2,14_loop2,15_loop2,16_loop2,17_loop2,18_loop2,19_loop2,20_loop2,21_loop2,22_loop2,23_loop2,24_loop2,25_loop2,26_loop2,27_loop2,28_loop2,29_loop2,30_loop2,31_loop2,32_loop2,33_loop2,1_loop3,2_loop3,3_loop3,4_loop3,5_loop3,6_loop3,7_loop3,8_loop3,9_loop3,10_loop3,11_loop3,12_loop3,13_loop3,14_loop3,15_loop3,16_loop3,17_loop3,18_loop3,19_loop3,20_loop3,21_loop3,22_loop3,23_loop3,24_loop3,25_loop3,26_loop3,27_loop3,28_loop3,29_loop3,30_loop3,31_loop3,32_loop3,33_loop3,four_just_1,four_just_2,four_just_3,four_just_4,comments_overall,pid3,ideo3,lib,con,ideo7,age_groups,degree2,bach_more,ind,worried_cat,need_cat,age_cat,pid_cat,bach_cat,gender_cat,ideo_cat,conf_cat,loop,sm_np,sm_sup,sm_score
847,27,Female,Leaning liberal,"Independent, leans Republican",Advanced degree,I am a currently a student,2,2,2,1,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly oppose,Strongly favor,Strongly favor,Strongly favor,Strongly oppose,Somewhat oppose,Somewhat favor,Strongly favor,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly favor,Don't know enough to say,Strongly favor,Somewhat favor,Strongly favor,Strongly favor,Strongly favor,Strongly oppose,Strongly oppose,Strongly favor,Strongly favor,Strongly oppose,Extremely important,Very important,Somewhat important,Very important,NA,Ind/Other,Moderate,0,0,-1,25-34,Advanced,0,Student,Worried,Need policy,Younger,NA,Less than bach,Female,NA,Doubt,3,0.36363636363636365,0.6875,0.6969696969696968
848,55,Female,Liberal,Democrat,Advanced degree,"Public administration, defence, education, human health and social work activities",1,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly favor,Somewhat favor,Somewhat favor,Somewhat favor,Strongly favor,Somewhat favor,Somewhat oppose,Somewhat favor,Somewhat favor,Somewhat favor,Strongly favor,Somewhat favor,Strongly favor,Somewhat favor,Somewhat oppose,Strongly favor,Somewhat oppose,Somewhat favor,Strongly favor,Somewhat favor,Somewhat favor,Somewhat favor,Somewhat oppose,Strongly favor,Strongly favor,Somewhat favor,Strongly favor,Strongly favor,Strongly favor,Somewhat oppose,Somewhat favor,Somewhat favor,Somewhat oppose,Extremely important,Very important,Extremely important,Very important,"No, I don't think any of the questions were hard to understand.",Democrat,Liberal,1,0,-2,55-64,Advanced,0,Public admin,Worried,Need policy,Older,Democrat,Less than bach,Female,Liberal,Doubt,3,0.6363636363636365,0.8181818181818182,0.9696969696969697
849,47,Male,Extremely liberal,Independent,Bachelor's degree,Other services,1,2,1,2,2,3,3,Strongly favor,Somewhat oppose,Somewhat oppose,Strongly favor,Somewhat favor,Somewhat favor,Somewhat favor,Strongly favor,Somewhat favor,Somewhat favor,Strongly favor,Somewhat favor,Strongly favor,Somewhat favor,Strongly favor,Somewhat oppose,Don't know enough to say,Strongly favor,Somewhat favor,Somewhat oppose,Somewhat favor,Don't know enough to say,Strongly favor,Strongly favor,Strongly favor,Somewhat favor,Somewhat favor,Somewhat oppose,Somewhat favor,Strongly favor,Somewhat favor,Somewhat favor,Somewhat favor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very important,Very important,Very important,Extremely important,no,Ind/Other,Liberal,1,0,-3,45-54,Bachelor,1,Other services,Worried,Need policy,Older,NA,Bach or more,Male,Liberal,Confidence,1,0.6363636363636365,0.8387096774193549,0.9696969696969697
850,44,Female,Conservative,Republican,High school,Other services,-2,0,-2,0,0,3,3,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Somewhat favor,Strongly oppose,Strongly oppose,Strongly oppose,Don't know enough to say,Strongly oppose,Strongly oppose,Don't know enough to say,Strongly oppose,Strongly oppose,Strongly oppose,Somewhat oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly favor,Strongly oppose,Somewhat favor,Strongly oppose,Somewhat favor,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Don't know enough to say,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extremely important,Extremely important,Very important,Not al all important,NA,Republican,Conservative,0,1,2,35-44,HS or less/NA,0,Other services,Not worried,No need,Younger,Republican,Less than bach,Female,Conservative,Doubt,1,-0.6666666666666667,0.13333333333333336,-1.3939393939393938
851,65,Male,"Moderate, middle of the road","Independent, leans Democrat",Advanced degree,Real estate activities,0,1,1,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat favor,Somewhat oppose,Somewhat favor,Strongly favor,Somewhat favor,Somewhat favor,Somewhat oppose,Somewhat oppose,Somewhat favor,Somewhat favor,Somewhat favor,Somewhat favor,Somewhat favor,Somewhat favor,Somewhat favor,Somewhat oppose,Somewhat favor,Somewhat oppose,Somewhat oppose,Somewhat favor,Somewhat favor,Somewhat favor,Strongly oppose,Somewhat oppose,Somewhat oppose,Somewhat favor,Somewhat favor,Somewhat favor,Somewhat favor,Somewhat favor,Strongly oppose,Somewhat favor,Somewhat favor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very important,Very important,Very important,Very important,Interesting study!,Ind/Other,Moderate,0,0,0,65 and up,Advanced,0,Real estate,Not worried,Need policy,Older,NA,Less than bach,Male,NA,Doubt,2,0.39393939393939387,0.696969696969697,0.3636363636363636
852,50,Female,Extremely liberal,Strong Democrat,Bachelor's degree,"Public administration, defence, education, human health and social work activities",2,2,2,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Somewhat favor,Don't know enough to say,Strongly oppose,Strongly favor,Strongly favor,Somewhat oppose,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Don't know enough to say,Somewhat favor,Somewhat oppose,Strongly oppose,Strongly favor,Strongly favor,Strongly favor,Don't know enough to say,Don't know enough to say,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very important,Extremely important,Extremely important,Extremely important,NA,Democrat,Liberal,1,0,-3,45-54,Bachelor,1,Public admin,Worried,Need policy,Older,Democrat,Bach or more,Female,Liberal,Doubt,2,0.6363636363636365,0.8620689655172413,1.272727272727273
853,55,Male,Extremely conservative,Strong Republican,Bachelor's degree,Information and communication,-1,-1,-2,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly oppose,Strongly oppose,Somewhat favor,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Somewhat favor,Strongly oppose,Strongly oppose,Somewhat oppose,Somewhat oppose,Strongly oppose,Strongly oppose,Somewhat favor,Strongly oppose,Strongly oppose,Very important,Extremely important,Not very important,Not al all important,NA,Republican,Conservative,0,1,3,55-64,Bachelor,1,Info/comms,Not worried,No need,Older,Republican,Bach or more,Male,Conservative,Doubt,3,-0.8181818181818181,0.0909090909090909,-1.6666666666666665
854,49,Male,Extremely conservative,Republican,High school,Other services,-1,-1,-1,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat favor,Strongly oppose,Somewhat favor,Somewhat favor,Somewhat oppose,Somewhat oppose,Somewhat favor,Strongly oppose,Somewhat oppose,Somewhat oppose,Somewhat favor,Strongly oppose,Somewhat favor,Strongly oppose,Somewhat oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Somewhat oppose,Strongly oppose,Strongly oppose,Strongly oppose,Somewhat favor,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat important,Somewhat important,Somewhat important,Somewhat important,NA,Republican,Conservative,0,1,3,45-54,HS or less/NA,0,Other services,Not worried,No need,Older,Republican,Less than bach,Male,Conservative,Doubt,2,-0.5757575757575758,0.21212121212121213,-1.181818181818182
855,63,Male,"Moderate, middle of the road",Independent,"Associate degree, junior college, or technical program",Other services,1,1,1,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat favor,Somewhat favor,Strongly favor,Somewhat favor,Somewhat favor,Somewhat favor,Somewhat oppose,Don't know enough to say,Somewhat favor,Somewhat favor,Somewhat favor,Don't know enough to say,Somewhat favor,Somewhat favor,Don't know enough to say,Don't know enough to say,Don't know enough to say,Don't know enough to say,Don't know enough to say,Somewhat favor,Somewhat favor,Somewhat oppose,Don't know enough to say,Somewhat favor,Strongly favor,Strongly favor,Somewhat favor,Don't know enough to say,Somewhat favor,Somewhat favor,Somewhat favor,Somewhat favor,Don't know enough to say,Very important,Extremely important,Extremely important,Extremely important,"No, this was easy and straightforward. re: fertilizing the ocean? OMG that sounds bad! Do one thing to fix another then when the oceans have too much algea... what would we try next?",Ind/Other,Moderate,0,0,0,55-64,Assoc/tech,0,Other services,Worried,Need policy,Older,NA,Less than bach,Male,NA,Doubt,3,0.5757575757575758,0.9130434782608695,0.6666666666666667
856,64,Female,Conservative,Republican,"Associate degree, junior college, or technical program","Public administration, defence, education, human health and social work activities",0,1,0,0,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat favor,Somewhat oppose,Somewhat favor,Strongly favor,Somewhat favor,Somewhat favor,Strongly oppose,Somewhat oppose,Somewhat oppose,Somewhat favor,Don't know enough to say,Don't know enough to say,Somewhat favor,Don't know enough to say,Don't know enough to say,Don't know enough to say,Somewhat favor,Somewhat oppose,Somewhat oppose,Somewhat favor,Somewhat oppose,Somewhat favor,Don't know enough to say,Somewhat favor,Somewhat favor,Somewhat favor,Strongly favor,Strongly oppose,Somewhat oppose,Strongly oppose,Somewhat oppose,Somewhat oppose,Somewhat oppose,Don't know,Very important,Somewhat important,Somewhat important,NA,Republican,Conservative,0,1,2,55-64,Assoc/tech,0,Public admin,Not worried,No need,Older,Republican,Less than bach,Female,Conservative,Doubt,3,0.03030303030303033,0.5185185185185185,0
857,NA,Male,Conservative,"Independent, leans Republican",Bachelor's degree,Financial and insurance activities,-2,-1,-2,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly oppose,Strongly oppose,Strongly favor,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Somewhat favor,Strongly oppose,Strongly favor,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly favor,Strongly oppose,Strongly oppose,Somewhat favor,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Somewhat favor,Somewhat favor,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat important,Very important,Not very important,Not very important,"The Free Market should be allowed to operate.  Considering Climate Change, what about Global Warming, The Ice Age of the 1980's, The Disappearance of the Ozone Layer?  Government intervention is the Problem.  Don't Tax and allow the people decide which direction is preferred.",Ind/Other,Conservative,0,1,2,Missing,Bachelor,1,Finance/Insur,Not worried,No need,NA,NA,Bach or more,Male,Conservative,Doubt,2,-0.5757575757575758,0.2121212121212121,-1.2727272727272727
858,56,Male,Leaning conservative,Republican,Advanced degree,Information and communication,1,1,0,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat favor,Somewhat oppose,Somewhat favor,Somewhat oppose,Somewhat favor,Somewhat favor,Strongly oppose,Somewhat oppose,Strongly favor,Somewhat oppose,Somewhat oppose,Strongly oppose,Somewhat favor,Somewhat oppose,Somewhat oppose,Somewhat favor,Somewhat oppose,Somewhat oppose,Strongly oppose,Somewhat oppose,Somewhat oppose,Somewhat oppose,Somewhat oppose,Somewhat favor,Somewhat favor,Somewhat oppose,Somewhat oppose,Somewhat oppose,Somewhat oppose,Strongly oppose,Somewhat favor,Somewhat oppose,Strongly oppose,Somewhat important,Very important,Very important,Very important,I think the questions were easy enough to understand but it was not as easy to imagine what all the outcomes of some of the decisions would be.,Republican,Moderate,0,0,1,55-64,Advanced,0,Info/comms,Worried,No need,Older,Republican,Less than bach,Male,NA,Doubt,3,-0.39393939393939387,0.3030303030303031,-0.5151515151515151
859,49,Male,Leaning liberal,"Independent, leans Democrat",High school,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",1,1,1,1,1,3,2,Somewhat favor,Strongly oppose,Don't know enough to say,Somewhat favor,Don't know enough to say,Somewhat oppose,Somewhat oppose,Somewhat oppose,Somewhat favor,Somewhat favor,Strongly favor,Don't know enough to say,Strongly favor,Strongly oppose,Somewhat oppose,Somewhat oppose,Strongly oppose,Somewhat favor,Somewhat oppose,Strongly oppose,Don't know enough to say,Don't know enough to say,Strongly favor,Somewhat favor,Don't know enough to say,Don't know enough to say,Somewhat favor,Strongly oppose,Somewhat oppose,Don't know enough to say,Strongly oppose,Strongly oppose,Somewhat favor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very important,Extremely important,Very important,Very important,Nothing was hard to understand.,Ind/Other,Moderate,0,0,-1,45-54,HS or less/NA,0,Retail/logistics,Worried,Need policy,Older,NA,Less than bach,Male,NA,Doubt,1,-0.09090909090909095,0.44,-0.21212121212121215
860,63,Female,Conservative,Strong Republican,High school,Other services,-2,0,-2,1,2,3,2,Somewhat oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Somewhat favor,Strongly oppose,Strongly oppose,Somewhat favor,Strongly oppose,Strongly oppose,Somewhat favor,Strongly oppose,Strongly oppose,Somewhat favor,Strongly oppose,Strongly oppose,Strongly oppose,Somewhat favor,Somewhat favor,Strongly oppose,Strongly oppose,Strongly favor,Strongly oppose,Somewhat oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very important,Extremely important,Extremely important,Extremely important,"The questions were easy to understand. I believe that our climate is always changing. From the beginning of time, we have had cooling and warming trends. I don’t believe we can change that.",Republican,Conservative,0,1,2,55-64,HS or less/NA,0,Other services,Not worried,No need,Older,Republican,Less than bach,Female,Conservative,Doubt,1,-0.5757575757575758,0.21212121212121213,-1.272727272727273
861,NA,Female,"Moderate, middle of the road","Independent, leans Republican","Associate degree, junior college, or technical program","Professional, scientific, technical, administration and support service activities",1,2,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly favor,Somewhat oppose,Don't know enough to say,Strongly favor,Somewhat favor,Somewhat favor,Strongly favor,Somewhat oppose,Somewhat favor,Strongly favor,Don't know enough to say,Somewhat favor,Don't know enough to say,Strongly favor,Don't know enough to say,Somewhat oppose,Somewhat oppose,Somewhat oppose,Somewhat oppose,Strongly favor,Somewhat favor,Somewhat favor,Strongly favor,Somewhat favor,Somewhat oppose,Somewhat favor,Strongly favor,Somewhat favor,Strongly favor,Strongly favor,Strongly oppose,Strongly favor,Strongly favor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very important,Extremely important,Very important,Extremely important,"No, only a few questions had info that I’d never heard of before but it’s good to be able to look up!",Ind/Other,Moderate,0,0,0,Missing,Assoc/tech,0,Professional,Worried,Need policy,NA,NA,Less than bach,Female,NA,Doubt,2,0.39393939393939387,0.7241379310344828,0.7272727272727272
862,47,Male,Liberal,Strong Democrat,"Associate degree, junior college, or technical program","Wholesale and retail trade, transportation and storage, accommodation and food service activities",0,2,1,2,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat favor,Somewhat favor,Don't know enough to say,Somewhat favor,Somewhat favor,Somewhat favor,Somewhat oppose,Somewhat oppose,Somewhat favor,Somewhat favor,Somewhat favor,Strongly favor,Somewhat favor,Strongly favor,Somewhat favor,Somewhat oppose,Somewhat favor,Somewhat oppose,Somewhat favor,Strongly favor,Somewhat oppose,Somewhat favor,Don't know enough to say,Don't know enough to say,Somewhat oppose,Somewhat favor,Somewhat favor,Somewhat oppose,Strongly favor,Strongly favor,Somewhat oppose,Strongly favor,Strongly favor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very important,Extremely important,Very important,Somewhat important,I thought some of the ones were hard to understand and wish there were more explanations about each concept. I definitely didn't understand about increasing the dust in the atmosphere to help the environment. Still was a fun study to take. Thank you!,Democrat,Liberal,1,0,-2,45-54,Assoc/tech,0,Retail/logistics,Not worried,Need policy,Older,Democrat,Less than bach,Male,Liberal,Confidence,2,0.4242424242424242,0.7333333333333333,0.6363636363636365
863,20,Male,Leaning conservative,"Independent, leans Republican",High school,"Professional, scientific, technical, administration and support service activities",2,2,2,0,0,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly favor,Somewhat favor,Strongly favor,Strongly favor,Somewhat favor,Strongly favor,Somewhat oppose,Somewhat favor,Strongly favor,Somewhat oppose,Strongly favor,Strongly favor,Strongly favor,Strongly oppose,Don't know enough to say,Somewhat favor,Don't know enough to say,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Somewhat favor,Strongly oppose,Somewhat oppose,Somewhat favor,Strongly favor,Strongly favor,Strongly favor,Strongly oppose,Strongly oppose,Strongly favor,Somewhat oppose,Strongly oppose,Extremely important,Extremely important,Extremely important,Very important,NA,Ind/Other,Moderate,0,0,1,18-24,HS or less/NA,0,Professional,Worried,Need policy,Younger,NA,Less than bach,Male,NA,Doubt,3,0.15151515151515157,0.5806451612903226,0.24242424242424257
864,45,Female,Conservative,Republican,Advanced degree,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",1,2,2,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly favor,Somewhat favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Somewhat favor,Somewhat favor,Strongly favor,Strongly favor,Somewhat favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Somewhat oppose,Somewhat oppose,Somewhat oppose,Strongly favor,Strongly favor,Somewhat favor,Strongly favor,Somewhat oppose,Somewhat favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Somewhat favor,Somewhat favor,Strongly favor,Somewhat favor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extremely important,Somewhat important,Very important,Extremely important,NA,Republican,Conservative,0,1,2,45-54,Advanced,0,Retail/logistics,Worried,Need policy,Younger,Republican,Less than bach,Female,Conservative,Doubt,2,0.7575757575757576,0.8787878787878788,1.3636363636363638
